time_step, outer_nonlinear_iteration, Inner_non_linear_iterations,
      24,        7,        1,
      24,        8,        1,
      24,        9,        1,
      24,       10,        1,
      24,       11,        1,
      24,       12,        1,
      24,       13,        1,
      24,       14,        1,
      24,       15,        1,
      24,       16,        1,
      24,       17,        1,
      24,       18,        1,
      24,       19,        1,
      24,       20,        1,
      25,        1,        1,
      25,        2,        1,
      25,        3,        1,
      25,        4,        1,
      25,        5,        1,
      25,        6,        1,
      25,        7,        1,
      25,        8,        1,
      25,        9,        1,
      25,       10,        1,
      25,       11,        1,
      25,       12,        1,
      25,       13,        1,
      25,       14,        1,
      25,       15,        1,
      25,       16,        1,
      25,       17,        1,
      25,       18,        1,
      25,       19,        1,
      25,       20,        1,
      26,        1,        1,
      26,        2,        1,
      26,        3,        1,
      26,        4,        1,
      26,        5,        1,
      26,        6,        1,
      26,        7,        1,
      26,        8,        1,
      26,        9,        1,
      26,       10,        1,
      26,       11,        1,
      26,       12,        1,
      26,       13,        1,
      26,       14,        1,
      26,       15,        1,
      26,       16,        1,
      26,       17,        1,
      26,       18,        1,
      26,       19,        1,
      26,       20,        1,
      27,        1,        1,
      27,        2,        1,
      27,        3,        1,
      27,        4,        1,
      27,        5,        1,
      27,        6,        1,
      27,        7,        1,
      27,        8,        1,
      27,        9,        1,
      27,       10,        1,
      27,       11,        1,
      27,       12,        1,
      27,       13,        1,
      27,       14,        1,
      27,       15,        1,
      27,       16,        1,
      27,       17,        1,
      27,       18,        1,
      27,       19,        1,
      27,       20,        1,
      28,        1,        1,
      28,        2,        1,
      28,        3,        1,
      28,        4,        1,
      28,        5,        1,
      28,        6,        1,
      28,        7,        1,
      28,        8,        1,
      28,        9,        1,
      28,       10,        1,
      28,       11,        1,
      28,       12,        1,
      28,       13,        1,
      28,       14,        1,
      28,       15,        1,
      28,       16,        1,
      28,       17,        1,
      28,       18,        1,
      28,       19,        1,
      28,       20,        1,
      29,        1,        1,
      29,        2,        1,
      29,        3,        1,
      29,        4,        1,
      29,        5,        1,
      29,        6,        1,
      29,        7,        1,
      29,        8,        1,
      29,        9,        1,
      29,       10,        1,
      29,       11,        1,
      29,       12,        1,
      29,       13,        1,
      29,       14,        1,
      29,       15,        1,
      29,       16,        1,
      29,       17,        1,
      29,       18,        1,
      29,       19,        1,
      29,       20,        1,
      30,        1,        1,
      30,        2,        1,
      30,        3,        1,
      30,        4,        1,
      30,        5,        1,
      30,        6,        1,
      30,        7,        1,
      30,        8,        1,
      30,        9,        1,
      30,       10,        1,
      30,       11,        1,
      30,       12,        1,
      30,       13,        1,
      30,       14,        1,
      30,       15,        1,
      30,       16,        1,
      30,       17,        1,
      30,       18,        1,
      30,       19,        1,
      30,       20,        1,
      31,        1,        1,
      31,        2,        1,
      31,        3,        1,
      31,        4,        1,
      31,        5,        1,
      31,        6,        1,
      31,        7,        1,
      31,        8,        1,
      31,        9,        1,
      31,       10,        1,
      31,       11,        1,
      31,       12,        1,
      31,       13,        1,
      31,       14,        1,
      31,       15,        1,
      31,       16,        1,
      31,       17,        1,
      31,       18,        1,
      31,       19,        1,
      31,       20,        1,
      32,        1,        1,
      32,        2,        1,
      32,        3,        1,
      32,        4,        1,
      32,        5,        1,
      32,        6,        1,
      32,        7,        1,
      32,        8,        1,
      32,        9,        1,
      32,       10,        1,
      32,       11,        1,
      32,       12,        1,
      32,       13,        1,
      32,       14,        1,
      32,       15,        1,
      32,       16,        1,
      32,       17,        1,
      32,       18,        1,
      32,       19,        1,
      32,       20,        1,
      33,        1,        1,
      33,        2,        1,
      33,        3,        1,
      33,        4,        1,
      33,        5,        1,
      33,        6,        1,
      33,        7,        1,
      33,        8,        1,
      33,        9,        1,
      33,       10,        1,
      33,       11,        1,
      33,       12,        1,
      33,       13,        1,
      33,       14,        1,
      33,       15,        1,
      33,       16,        1,
      33,       17,        1,
      33,       18,        1,
      33,       19,        1,
      33,       20,        1,
      34,        1,        1,
      34,        2,        1,
      34,        3,        1,
      34,        4,        1,
      34,        5,        1,
      34,        6,        1,
      34,        7,        1,
      34,        8,        1,
      34,        9,        1,
      34,       10,        1,
      34,       11,        1,
      34,       12,        1,
      34,       13,        1,
      34,       14,        1,
      34,       15,        1,
      34,       16,        1,
      34,       17,        1,
      34,       18,        1,
      34,       19,        1,
      34,       20,        1,
      35,        1,        1,
      35,        2,        1,
      35,        3,        1,
      35,        4,        1,
      35,        5,        1,
      35,        6,        1,
      35,        7,        1,
      35,        8,        1,
      35,        9,        1,
      35,       10,        1,
      35,       11,        1,
      35,       12,        1,
      35,       13,        1,
      35,       14,        1,
      35,       15,        1,
      35,       16,        1,
      35,       17,        1,
      35,       18,        1,
      35,       19,        1,
      35,       20,        1,
      36,        1,        1,
      36,        2,        1,
      36,        3,        1,
      36,        4,        1,
      36,        5,        1,
      36,        6,        1,
      36,        7,        1,
      36,        8,        1,
      36,        9,        1,
      36,       10,        1,
      36,       11,        1,
      36,       12,        1,
      36,       13,        1,
      36,       14,        1,
      36,       15,        1,
      36,       16,        1,
      36,       17,        1,
      36,       18,        1,
      36,       19,        1,
      36,       20,        1,
      37,        1,        1,
      37,        2,        1,
      37,        3,        1,
      37,        4,        1,
      37,        5,        1,
      37,        6,        1,
      37,        7,        1,
      37,        8,        1,
      37,        9,        1,
      37,       10,        1,
      37,       11,        1,
      37,       12,        1,
      37,       13,        1,
      37,       14,        1,
      37,       15,        1,
      37,       16,        1,
      37,       17,        1,
      37,       18,        1,
      37,       19,        1,
      37,       20,        1,
      38,        1,        1,
      38,        2,        1,
      38,        3,        1,
      38,        4,        1,
      38,        5,        1,
      38,        6,        1,
      38,        7,        1,
      38,        8,        1,
      38,        9,        1,
      38,       10,        1,
      38,       11,        1,
      38,       12,        1,
      38,       13,        1,
      38,       14,        1,
      38,       15,        1,
      38,       16,        1,
      38,       17,        1,
      38,       18,        1,
      38,       19,        1,
      38,       20,        1,
      39,        1,        1,
      39,        2,        1,
      39,        3,        1,
      39,        4,        1,
      39,        5,        1,
      39,        6,        1,
      39,        7,        1,
      39,        8,        1,
      39,        9,        1,
      39,       10,        1,
      39,       11,        1,
      39,       12,        1,
      39,       13,        1,
      39,       14,        1,
      39,       15,        1,
      39,       16,        1,
      39,       17,        1,
      39,       18,        1,
      39,       19,        1,
      39,       20,        1,
      40,        1,        1,
      40,        2,        1,
      40,        3,        1,
      40,        4,        1,
      40,        5,        1,
      40,        6,        1,
      40,        7,        1,
      40,        8,        1,
      40,        9,        1,
      40,       10,        1,
      40,       11,        1,
      40,       12,        1,
      40,       13,        1,
      40,       14,        1,
      40,       15,        1,
      40,       16,        1,
      40,       17,        1,
      40,       18,        1,
      40,       19,        1,
      40,       20,        1,
      41,        1,        1,
      41,        2,        1,
      41,        3,        1,
      41,        4,        1,
      41,        5,        1,
      41,        6,        1,
      41,        7,        1,
      41,        8,        1,
      41,        9,        1,
      41,       10,        1,
      41,       11,        1,
      41,       12,        1,
      41,       13,        1,
      41,       14,        1,
      41,       15,        1,
      41,       16,        1,
      41,       17,        1,
      41,       18,        1,
      41,       19,        1,
      41,       20,        1,
      42,        1,        1,
      42,        2,        1,
      42,        3,        1,
      42,        4,        1,
      42,        5,        1,
      42,        6,        1,
      42,        7,        1,
      42,        8,        1,
      42,        9,        1,
      42,       10,        1,
      42,       11,        1,
      42,       12,        1,
      42,       13,        1,
      42,       14,        1,
      42,       15,        1,
      42,       16,        1,
      42,       17,        1,
      42,       18,        1,
      42,       19,        1,
      42,       20,        1,
      43,        1,        1,
      43,        2,        1,
      43,        3,        1,
      43,        4,        1,
      43,        5,        1,
      43,        6,        1,
      43,        7,        1,
      43,        8,        1,
      43,        9,        1,
      43,       10,        1,
      43,       11,        1,
      43,       12,        1,
      43,       13,        1,
      43,       14,        1,
      43,       15,        1,
      43,       16,        1,
      43,       17,        1,
      43,       18,        1,
      43,       19,        1,
      43,       20,        1,
      44,        1,        1,
      44,        2,        1,
      44,        3,        1,
      44,        4,        1,
      44,        5,        1,
      44,        6,        1,
      44,        7,        1,
      44,        8,        1,
      44,        9,        1,
      44,       10,        1,
      44,       11,        1,
      44,       12,        1,
      44,       13,        1,
      44,       14,        1,
      44,       15,        1,
      44,       16,        1,
      44,       17,        1,
      44,       18,        1,
      44,       19,        1,
      44,       20,        1,
      45,        1,        1,
      45,        2,        1,
      45,        3,        1,
      45,        4,        1,
      45,        5,        1,
      45,        6,        1,
      45,        7,        1,
      45,        8,        1,
      45,        9,        1,
      45,       10,        1,
      45,       11,        1,
      45,       12,        1,
      45,       13,        1,
      45,       14,        1,
      45,       15,        1,
      45,       16,        1,
      45,       17,        1,
      45,       18,        1,
      45,       19,        1,
      45,       20,        1,
      46,        1,        1,
      46,        2,        1,
      46,        3,        1,
      46,        4,        1,
      46,        5,        1,
      46,        6,        1,
      46,        7,        1,
      46,        8,        1,
      46,        9,        1,
      46,       10,        1,
      46,       11,        1,
      46,       12,        1,
      46,       13,        1,
      46,       14,        1,
      46,       15,        1,
      46,       16,        1,
      46,       17,        1,
      46,       18,        1,
      46,       19,        1,
      46,       20,        1,
      47,        1,        1,
      47,        2,        1,
      47,        3,        1,
      47,        4,        1,
      47,        5,        1,
      47,        6,        1,
      47,        7,        1,
      47,        8,        1,
      47,        9,        1,
      47,       10,        1,
      47,       11,        1,
      47,       12,        1,
      47,       13,        1,
      47,       14,        1,
      47,       15,        1,
      47,       16,        1,
      47,       17,        1,
      47,       18,        1,
      47,       19,        1,
      47,       20,        1,
      48,        1,        1,
      48,        2,        1,
      48,        3,        1,
      48,        4,        1,
      48,        5,        1,
      48,        6,        1,
      48,        7,        1,
      48,        8,        1,
      48,        9,        1,
      48,       10,        1,
      48,       11,        1,
      48,       12,        1,
      48,       13,        1,
      48,       14,        1,
      48,       15,        1,
      48,       16,        1,
      48,       17,        1,
      48,       18,        1,
      48,       19,        1,
      48,       20,        1,
      49,        1,        1,
      49,        2,        1,
      49,        3,        1,
      49,        4,        1,
      49,        5,        1,
      49,        6,        1,
      49,        7,        1,
      49,        8,        1,
      49,        9,        1,
      49,       10,        1,
      49,       11,        1,
      49,       12,        1,
      49,       13,        1,
      49,       14,        1,
      49,       15,        1,
      49,       16,        1,
      49,       17,        1,
      49,       18,        1,
      49,       19,        1,
      49,       20,        1,
      50,        1,        1,
      50,        2,        1,
      50,        3,        1,
      50,        4,        1,
      50,        5,        1,
      50,        6,        1,
      50,        7,        1,
      50,        8,        1,
      50,        9,        1,
      50,       10,        1,
      50,       11,        1,
      50,       12,        1,
      50,       13,        1,
      50,       14,        1,
      50,       15,        1,
      50,       16,        1,
      50,       17,        1,
      50,       18,        1,
      50,       19,        1,
      50,       20,        1,
      51,        1,        1,
      51,        2,        1,
      51,        3,        1,
      51,        4,        1,
      51,        5,        1,
      51,        6,        1,
      51,        7,        1,
      51,        8,        1,
      51,        9,        1,
      51,       10,        1,
      51,       11,        1,
      51,       12,        1,
      51,       13,        1,
      51,       14,        1,
      51,       15,        1,
      51,       16,        1,
      51,       17,        1,
      51,       18,        1,
      51,       19,        1,
      51,       20,        1,
      52,        1,        1,
      52,        2,        1,
      52,        3,        1,
      52,        4,        1,
      52,        5,        1,
      52,        6,        1,
      52,        7,        1,
      52,        8,        1,
      52,        9,        1,
      52,       10,        1,
      52,       11,        1,
      52,       12,        1,
      52,       13,        1,
      52,       14,        1,
      52,       15,        1,
      52,       16,        1,
      52,       17,        1,
      52,       18,        1,
      52,       19,        1,
      52,       20,        1,
      53,        1,        1,
      53,        2,        1,
      53,        3,        1,
      53,        4,        1,
      53,        5,        1,
      53,        6,        1,
      53,        7,        1,
      53,        8,        1,
      53,        9,        1,
      53,       10,        1,
      53,       11,        1,
      53,       12,        1,
      53,       13,        1,
      53,       14,        1,
      53,       15,        1,
      53,       16,        1,
      53,       17,        1,
      53,       18,        1,
      53,       19,        1,
      53,       20,        1,
      54,        1,        1,
      54,        2,        1,
      54,        3,        1,
      54,        4,        1,
      54,        5,        1,
      54,        6,        1,
      54,        7,        1,
      54,        8,        1,
      54,        9,        1,
      54,       10,        1,
      54,       11,        1,
      54,       12,        1,
      54,       13,        1,
      54,       14,        1,
      54,       15,        1,
      54,       16,        1,
      54,       17,        1,
      54,       18,        1,
      54,       19,        1,
      54,       20,        1,
      55,        1,        1,
      55,        2,        1,
      55,        3,        1,
      55,        4,        1,
      55,        5,        1,
      55,        6,        1,
      55,        7,        1,
      55,        8,        1,
      55,        9,        1,
      55,       10,        1,
      55,       11,        1,
      55,       12,        1,
      55,       13,        1,
      55,       14,        1,
      55,       15,        1,
      55,       16,        1,
      55,       17,        1,
      55,       18,        1,
      55,       19,        1,
      55,       20,        1,
      56,        1,        1,
      56,        2,        1,
      56,        3,        1,
      56,        4,        1,
      56,        5,        1,
      56,        6,        1,
      56,        7,        1,
      56,        8,        1,
      56,        9,        1,
      56,       10,        1,
      56,       11,        1,
      56,       12,        1,
      56,       13,        1,
      56,       14,        1,
      56,       15,        1,
      56,       16,        1,
      56,       17,        1,
      56,       18,        1,
      56,       19,        1,
      56,       20,        1,
      57,        1,        1,
      57,        2,        1,
      57,        3,        1,
      57,        4,        1,
      57,        5,        1,
      57,        6,        1,
      57,        7,        1,
      57,        8,        1,
      57,        9,        1,
      57,       10,        1,
      57,       11,        1,
      57,       12,        1,
      57,       13,        1,
      57,       14,        1,
      57,       15,        1,
      57,       16,        1,
      57,       17,        1,
      57,       18,        1,
      57,       19,        1,
      57,       20,        1,
      58,        1,        1,
      58,        2,        1,
      58,        3,        1,
      58,        4,        1,
      58,        5,        1,
      58,        6,        1,
      58,        7,        1,
      58,        8,        1,
      58,        9,        1,
      58,       10,        1,
      58,       11,        1,
      58,       12,        1,
      58,       13,        1,
      58,       14,        1,
      58,       15,        1,
      58,       16,        1,
      58,       17,        1,
      58,       18,        1,
      58,       19,        1,
      58,       20,        1,
      59,        1,        1,
      59,        2,        1,
      59,        3,        1,
      59,        4,        1,
      59,        5,        1,
      59,        6,        1,
      59,        7,        1,
      59,        8,        1,
      59,        9,        1,
      59,       10,        1,
      59,       11,        1,
      59,       12,        1,
      59,       13,        1,
      59,       14,        1,
      59,       15,        1,
      59,       16,        1,
      59,       17,        1,
      59,       18,        1,
      59,       19,        1,
      59,       20,        1,
      60,        1,        1,
      60,        2,        1,
      60,        3,        1,
      60,        4,        1,
      60,        5,        1,
      60,        6,        1,
      60,        7,        1,
      60,        8,        1,
      60,        9,        1,
      60,       10,        1,
      60,       11,        1,
      60,       12,        1,
      60,       13,        1,
      60,       14,        1,
      60,       15,        1,
      60,       16,        1,
      60,       17,        1,
      60,       18,        1,
      60,       19,        1,
      60,       20,        1,
      61,        1,        1,
      61,        2,        1,
      61,        3,        1,
      61,        4,        1,
      61,        5,        1,
      61,        6,        1,
      61,        7,        1,
      61,        8,        1,
      61,        9,        1,
      61,       10,        1,
      61,       11,        1,
      61,       12,        1,
      61,       13,        1,
      61,       14,        1,
      61,       15,        1,
      61,       16,        1,
      61,       17,        1,
      61,       18,        1,
      61,       19,        1,
      61,       20,        1,
      62,        1,        1,
      62,        2,        1,
      62,        3,        1,
      62,        4,        1,
      62,        5,        1,
      62,        6,        1,
      62,        7,        1,
      62,        8,        1,
      62,        9,        1,
      62,       10,        1,
      62,       11,        1,
      62,       12,        1,
      62,       13,        1,
      62,       14,        1,
      62,       15,        1,
      62,       16,        1,
      62,       17,        1,
      62,       18,        1,
      62,       19,        1,
      62,       20,        1,
      63,        1,        1,
      63,        2,        1,
      63,        3,        1,
      63,        4,        1,
      63,        5,        1,
      63,        6,        1,
      63,        7,        1,
      63,        8,        1,
      63,        9,        1,
      63,       10,        1,
      63,       11,        1,
      63,       12,        1,
      63,       13,        1,
      63,       14,        1,
      63,       15,        1,
      63,       16,        1,
      63,       17,        1,
      63,       18,        1,
      63,       19,        1,
      63,       20,        1,
      64,        1,        1,
      64,        2,        1,
      64,        3,        1,
      64,        4,        1,
      64,        5,        1,
      64,        6,        1,
      64,        7,        1,
      64,        8,        1,
      64,        9,        1,
      64,       10,        1,
      64,       11,        1,
      64,       12,        1,
      64,       13,        1,
      64,       14,        1,
      64,       15,        1,
      64,       16,        1,
      64,       17,        1,
      64,       18,        1,
      64,       19,        1,
      64,       20,        1,
      65,        1,        1,
      65,        2,        1,
      65,        3,        1,
      65,        4,        1,
      65,        5,        1,
      65,        6,        1,
      65,        7,        1,
      65,        8,        1,
      65,        9,        1,
      65,       10,        1,
      65,       11,        1,
      65,       12,        1,
      65,       13,        1,
      65,       14,        1,
      65,       15,        1,
      65,       16,        1,
      65,       17,        1,
      65,       18,        1,
      65,       19,        1,
      65,       20,        1,
      66,        1,        1,
      66,        2,        1,
      66,        3,        1,
      66,        4,        1,
      66,        5,        1,
      66,        6,        1,
      66,        7,        1,
      66,        8,        1,
      66,        9,        1,
      66,       10,        1,
      66,       11,        1,
      66,       12,        1,
      66,       13,        1,
      66,       14,        1,
      66,       15,        1,
      66,       16,        1,
      66,       17,        1,
      66,       18,        1,
      66,       19,        1,
      66,       20,        1,
      67,        1,        1,
      67,        2,        1,
      67,        3,        1,
      67,        4,        1,
      67,        5,        1,
      67,        6,        1,
      67,        7,        1,
      67,        8,        1,
      67,        9,        1,
      67,       10,        1,
      67,       11,        1,
      67,       12,        1,
      67,       13,        1,
      67,       14,        1,
      67,       15,        1,
      67,       16,        1,
      67,       17,        1,
      67,       18,        1,
      67,       19,        1,
      67,       20,        1,
      68,        1,        1,
      68,        2,        1,
      68,        3,        1,
      68,        4,        1,
      68,        5,        1,
      68,        6,        1,
      68,        7,        1,
      68,        8,        1,
      68,        9,        1,
      68,       10,        1,
      68,       11,        1,
      68,       12,        1,
      68,       13,        1,
      68,       14,        1,
      68,       15,        1,
      68,       16,        1,
      68,       17,        1,
      68,       18,        1,
      68,       19,        1,
      68,       20,        1,
      69,        1,        1,
      69,        2,        1,
      69,        3,        1,
      69,        4,        1,
      69,        5,        1,
      69,        6,        1,
      69,        7,        1,
      69,        8,        1,
      69,        9,        1,
      69,       10,        1,
      69,       11,        1,
      69,       12,        1,
      69,       13,        1,
      69,       14,        1,
      69,       15,        1,
      69,       16,        1,
      69,       17,        1,
      69,       18,        1,
      69,       19,        1,
      69,       20,        1,
      70,        1,        1,
      70,        2,        1,
      70,        3,        1,
      70,        4,        1,
      70,        5,        1,
      70,        6,        1,
      70,        7,        1,
      70,        8,        1,
      70,        9,        1,
      70,       10,        1,
      70,       11,        1,
      70,       12,        1,
      70,       13,        1,
